"[[ 9.78007991e-01  1.42222964e-01 -1.52780560e-01  1.88303426e+01]
 [-1.67288346e-01  9.53754398e-02 -9.81409061e-01  1.17911137e+01]
 [-1.25251755e-01  9.85102477e-01  1.16830080e-01  1.70283669e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",2.206277847290039
"[[ 9.16497963e-01  2.89647294e-01 -2.75408343e-01 -2.04830776e+01]
 [-2.56023161e-01 -1.04614206e-01 -9.61035463e-01 -1.03558990e+00]
 [-3.07411249e-01  9.51001396e-01 -2.19225233e-02  1.36759158e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",2.74525785446167
"[[ 9.75892670e-01 -1.57918651e-01 -1.51450591e-01 -6.53926900e+00]
 [-1.46626666e-01  4.15768415e-02 -9.88475622e-01  6.69081588e+00]
 [ 1.62134011e-01  9.86660535e-01  1.72458474e-02  1.41514315e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",3.2787058353424072
"[[ 9.66046938e-01 -1.27753233e-01 -2.25118313e-01 -2.18595193e+01]
 [-2.41874859e-01 -1.36128426e-01 -9.60905196e-01  7.26239630e+00]
 [ 9.17842144e-02  9.82454445e-01 -1.62554578e-01  1.06808505e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",3.8102269172668457
"[[ 9.94607272e-01 -8.17840225e-02 -6.54946074e-02  1.14358863e+01]
 [-5.44003640e-02  1.31458071e-01 -9.89977961e-01 -1.40165738e+00]
 [ 8.93102907e-02  9.87971271e-01  1.26050708e-01  1.60999903e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",4.37040376663208
"[[ 9.60948004e-01 -1.34124760e-01 -2.41887847e-01 -2.68409517e+01]
 [-2.26123078e-01  1.23649292e-01 -9.66291584e-01  1.72506024e-01]
 [ 1.59319238e-01  9.83096408e-01  8.83854028e-02  1.53756327e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",4.910122871398926
"[[ 7.39145673e-01  7.38243915e-02 -6.69677188e-01 -1.14056193e+02]
 [-6.72666055e-01  1.36475588e-01 -7.27614255e-01  5.51475506e+01]
 [ 3.72821585e-02  9.87987960e-01  1.50476864e-01  1.63897187e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",5.447159767150879
"[[ 9.49261694e-01 -2.94345283e-01 -1.09695798e-01  8.51613109e-01]
 [-1.05639231e-01  3.05859452e-02 -9.93899293e-01  1.73169661e+00]
 [ 2.95812635e-01  9.54966121e-01 -2.09860888e-03  1.36536558e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",5.985179901123047
"[[ 9.83946250e-01  2.14575895e-03 -1.78388591e-01 -1.44760359e+01]
 [-1.70730743e-01  3.03393050e-01 -9.37502464e-01  1.58876141e+01]
 [ 5.19848295e-02  9.52792444e-01  2.98773780e-01  1.94725794e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",6.524170875549316
"[[ 9.21243552e-01 -3.54944131e-01 -1.58826671e-01 -8.25909608e+00]
 [-1.66418539e-01  9.79436349e-03 -9.86054753e-01 -1.69107069e+00]
 [ 3.51350609e-01  9.34696244e-01 -5.01263586e-02  1.26680042e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",7.063663959503174
"[[ 8.82669968e-01 -4.06894416e-01 -2.35280383e-01 -2.11390523e+01]
 [-2.09980466e-01  1.06686002e-01 -9.71969045e-01 -3.77729511e+00]
 [ 4.20361989e-01  9.07222123e-01  8.64376074e-03  1.42837022e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",7.601095914840698
"[[ 9.48615763e-01 -2.59606983e-01 -1.80703215e-01 -3.71979793e+00]
 [-1.97395086e-01 -3.89216685e-02 -9.79592818e-01 -3.41471858e+00]
 [ 2.47115378e-01  9.64809326e-01 -8.82362122e-02  1.19592087e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",8.133179903030396
"[[ 7.61609484e-01  2.34794440e-01 -6.03644591e-01 -9.09264255e+01]
 [-6.31252311e-01  5.81877161e-02 -7.73538940e-01  3.29088530e+01]
 [-1.46714846e-01  9.69961194e-01  1.92462254e-01  1.73387921e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",8.67963695526123
"[[ 8.56845662e-01 -5.15340895e-01 -7.31608796e-03  3.93286614e+01]
 [-1.05879401e-01 -1.61622039e-01 -9.81131232e-01 -4.03833110e+00]
 [ 5.04291764e-01  8.41359947e-01 -1.93085741e-01  1.09307593e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",9.216080904006958
"[[ 9.20619125e-01 -3.68655086e-01 -1.28351210e-01 -1.19958148e+00]
 [-1.73919408e-01 -9.26102234e-02 -9.80423765e-01  4.77982401e+00]
 [ 3.49404995e-01  9.24823939e-01 -1.49429343e-01  1.08797060e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",9.754053831100464
"[[ 9.48431367e-01 -3.02133398e-01 -9.54918476e-02  1.56154210e+01]
 [-9.54266707e-02  1.57555338e-02 -9.95360893e-01 -4.11952732e+00]
 [ 3.01999072e-01  9.52966759e-01 -1.40208878e-02  1.38466650e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",10.287063837051392
"[[ 8.31936893e-01  1.49655420e-01 -5.34227836e-01 -6.52175349e+01]
 [-5.54697439e-01  1.96065136e-01 -8.08807278e-01  3.46042080e+01]
 [-1.65401463e-02  9.68999514e-01  2.46036536e-01  1.85212911e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",10.826968908309937
"[[ 2.00656187e-01  9.67361518e-01 -1.54902861e-01 -5.77282524e+00]
 [-8.16905464e-01  7.79700408e-02 -5.71883111e-01  7.61072192e+01]
 [-5.41312076e-01  2.40985564e-01  8.05520947e-01  2.89400864e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",11.365035772323608
"[[ 8.70688157e-01  3.30649706e-01 -3.63997142e-01 -3.62067718e+01]
 [-4.65799488e-01  3.16246963e-01 -8.26658219e-01  3.07059347e+01]
 [-1.58482252e-01  8.89040174e-01  4.29148516e-01  2.17818899e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",11.90066385269165
"[[ 8.66675548e-01  3.61241809e-01 -3.43833875e-01 -2.79137707e+01]
 [-4.62317114e-01  3.22434656e-01 -8.26170389e-01  2.94127104e+01]
 [-1.87789346e-01  8.74751294e-01  4.46263504e-01  2.20817921e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",12.438055992126465
"[[ 9.16738014e-01  1.28532684e-01 -3.78548399e-01 -2.43115852e+01]
 [-3.83408941e-01  1.49712657e-02 -9.23636258e-01  4.34630906e+00]
 [-1.13281742e-01  9.91636479e-01  6.28786990e-02  1.44082888e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",12.977839946746826
