1.7578339576721191,"[[ 0.23133724  0.96478132  0.12422834 -9.38481821]
 [-0.00967051  0.12984011 -0.9912399  -5.03442253]
 [-0.972796    0.22763811  0.0390408   3.46072541]
 [ 0.          0.          0.          1.        ]]"
1.894672155380249,"[[ 0.23141022  0.96456843  0.12571649 -9.51795585]
 [-0.01222105  0.13193974 -0.99091981 -5.23753461]
 [-0.97268335  0.22744604  0.04209076  3.29309897]
 [ 0.          0.          0.          1.        ]]"
2.0306460857391357,"[[ 0.23189792  0.96458685  0.12565044 -9.53560457]
 [-0.01229667  0.13210217 -0.99116718 -5.26474769]
 [-0.97275513  0.22807493  0.04234087  3.22996108]
 [ 0.          0.          0.          1.        ]]"
2.1640372276306152,"[[ 0.23269834  0.96431839  0.1257493  -9.54999045]
 [-0.01117202  0.1318867  -0.99107747 -5.26709373]
 [-0.97250007  0.22890203  0.04124627  3.19839793]
 [ 0.          0.          0.          1.        ]]"
2.301693916320801,"[[ 0.23103333  0.96478492  0.12556524 -9.58227763]
 [-0.0116929   0.13184144 -0.99118008 -5.22259403]
 [-0.97302905  0.22707204  0.04143299  3.30805619]
 [ 0.          0.          0.          1.        ]]"
2.439622163772583,"[[ 0.23294364  0.96436596  0.12510437 -9.5280691 ]
 [-0.01068261  0.1311814  -0.9912357  -5.23550432]
 [-0.97255014  0.22910774  0.04054903  3.23379068]
 [ 0.          0.          0.          1.        ]]"
2.579529047012329,"[[ 0.23258503  0.96448925  0.12542577 -9.57792621]
 [-0.01161175  0.13181061 -0.99130078 -5.24829173]
 [-0.97268588  0.22883853  0.04168011  3.29157299]
 [ 0.          0.          0.          1.        ]]"
2.715688943862915,"[[ 0.23089561  0.96485919  0.12589947 -9.57818701]
 [-0.01273164  0.13252414 -0.99124757 -5.27182156]
 [-0.97311419  0.22702222  0.04272029  3.26865667]
 [ 0.          0.          0.          1.        ]]"
2.8498611450195312,"[[ 0.23199433  0.96457643  0.12507899 -9.4760995 ]
 [-0.01145013  0.13123219 -0.99116333 -5.18295626]
 [-0.9726614   0.22821045  0.04128215  3.26026708]
 [ 0.          0.          0.          1.        ]]"
2.9867801666259766,"[[ 0.23251795  0.96438131  0.12560116 -9.47529734]
 [-0.01165632  0.13185801 -0.99108285 -5.23704773]
 [-0.97258055  0.22856706  0.04161764  3.28498052]
 [ 0.          0.          0.          1.        ]]"
3.1247663497924805,"[[ 0.23164585  0.96453563  0.1259608  -9.49514734]
 [-0.01244557  0.132364   -0.99098912 -5.23718375]
 [-0.97277289  0.22755572  0.04236753  3.27444424]
 [ 0.          0.          0.          1.        ]]"
3.259019136428833,"[[ 0.23224686  0.96447692  0.12582325 -9.47403909]
 [-0.011862    0.13222154 -0.99116205 -5.27414848]
 [-0.97275512  0.22827826  0.0418636   3.28675823]
 [ 0.          0.          0.          1.        ]]"
3.395639181137085,"[[ 0.23183209  0.96456701  0.12542763 -9.58048452]
 [-0.01160886  0.13160423 -0.9911011  -5.25875491]
 [-0.97266436  0.22807699  0.04154379  3.33519284]
 [ 0.          0.          0.          1.        ]]"
3.531109094619751,"[[ 0.23133868  0.96465263  0.12564382 -9.4923964 ]
 [-0.01089462  0.13164684 -0.99109973 -5.20998242]
 [-0.97282333  0.22757796  0.04073521  3.2648307 ]
 [ 0.          0.          0.          1.        ]]"
3.666659116744995,"[[ 2.33409370e-01  9.64194322e-01  1.25183386e-01 -9.49787307e+00]
 [-9.41793268e-03  1.30927898e-01 -9.91183612e-01 -5.17983296e+00]
 [-9.72423218e-01  2.29572128e-01  3.92303251e-02  3.14979387e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
3.804626226425171,"[[ 0.2322088   0.96441176  0.12573222 -9.57071152]
 [-0.0112148   0.13180262 -0.99102532 -5.25496635]
 [-0.97253989  0.22846331  0.04124531  3.19439658]
 [ 0.          0.          0.          1.        ]]"
3.929408073425293,"[[ 0.2313552   0.9644904   0.12643552 -9.52347088]
 [-0.01224142  0.13268377 -0.99082514 -5.29964213]
 [-0.9726977   0.22736512  0.04227922  3.20719135]
 [ 0.          0.          0.          1.        ]]"
4.065647125244141,"[[ 0.23242964  0.96428176  0.12596536 -9.49810832]
 [-0.01110259  0.13199186 -0.99091594 -5.24305156]
 [-0.97250944  0.22842333  0.0410408   3.20069353]
 [ 0.          0.          0.          1.        ]]"
4.206871032714844,"[[ 0.2327182   0.9642321   0.12599546 -9.53560279]
 [-0.01177851  0.13221597 -0.9909242  -5.28405211]
 [-0.97243189  0.22872966  0.04185363  3.1735934 ]
 [ 0.          0.          0.          1.        ]]"
4.342567205429077,"[[ 0.2322242   0.96435056  0.12623505 -9.48681158]
 [-0.0119156   0.13253145 -0.99095077 -5.28714208]
 [-0.97262537  0.2281772   0.04196467  3.20430854]
 [ 0.          0.          0.          1.        ]]"
4.477207183837891,"[[ 0.23238568  0.96441795  0.125576   -9.53236661]
 [-0.01090534  0.13163397 -0.99111716 -5.24233203]
 [-0.97257854  0.22864161  0.04089369  3.21637678]
 [ 0.          0.          0.          1.        ]]"
