1.8308169841766357,"[[-1.32897616e-02 -9.63790325e-01  2.66984697e-01  1.30991511e+02]
 [ 6.43041131e-02 -2.67465077e-01 -9.61603002e-01 -1.06059065e+01]
 [ 9.98041364e-01  4.51098816e-03  6.53017823e-02  4.30603155e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
1.8659071922302246,"[[-5.65430444e-02 -9.62182752e-01  2.66904918e-01  1.31270176e+02]
 [ 3.84871457e-02 -2.69347693e-01 -9.62347203e-01 -1.07874957e+01]
 [ 9.97778771e-01 -4.41022378e-02  5.21197758e-02  3.82226335e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
1.901447057723999,"[[-5.69699900e-02 -9.61530443e-01  2.68605023e-01  1.31262174e+02]
 [ 5.02100772e-02 -2.71414320e-01 -9.61065736e-01 -1.08264906e+01]
 [ 9.97057324e-01 -4.13391053e-02  6.37923265e-02  3.94038160e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
1.9365150928497314,"[[-5.66051149e-02 -9.62269961e-01  2.66690737e-01  1.31352753e+02]
 [ 4.15301780e-02 -2.69310368e-01 -9.62293849e-01 -1.08713359e+01]
 [ 9.97699379e-01 -4.33038839e-02  5.50208146e-02  4.17794576e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
1.9711573123931885,"[[ 3.39827987e-02 -9.65419630e-01  2.58315965e-01  1.29715895e+02]
 [ 7.72625688e-02 -2.55066686e-01 -9.63702854e-01 -9.62696216e+00]
 [ 9.96341361e-01  5.26079010e-02  6.59939422e-02  4.86539176e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2.0036280155181885,"[[ 3.36663685e-02 -9.62598839e-01  2.68563338e-01  1.28701178e+02]
 [ 7.50891561e-02 -2.65399816e-01 -9.61049731e-01 -9.06755639e+00]
 [ 9.96484542e-01  5.24033672e-02  6.34570518e-02  4.85714662e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2.041377067565918,"[[ 6.32593432e-02 -9.54678712e-01  2.91125771e-01  1.30604135e+02]
 [ 7.77412561e-02 -2.86164662e-01 -9.55063609e-01 -7.50627089e+00]
 [ 9.95022106e-01  8.30640329e-02  5.60158815e-02  5.00358864e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2.075735092163086,"[[-2.13255731e-05 -9.45261428e-01  3.26619538e-01  1.35004007e+02]
 [ 9.71784669e-02 -3.25135988e-01 -9.40686880e-01 -7.32419043e+00]
 [ 9.95336269e-01  3.17148695e-02  9.17492400e-02  1.94093816e+01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2.1103310585021973,"[[-8.32646133e-02 -9.45498988e-01  3.15046850e-01  1.32580874e+02]
 [ 1.37802457e-01 -3.24091896e-01 -9.35932997e-01 -9.24510745e+00]
 [ 9.87020989e-01 -3.45442159e-02  1.57186436e-01  3.62720417e+01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2.1443052291870117,"[[-1.86298249e-01 -9.43689836e-01  2.73513427e-01  1.26601278e+02]
 [ 2.06404706e-01 -3.09812689e-01 -9.28091100e-01 -1.15795782e+01]
 [ 9.60606210e-01 -1.16498025e-01  2.52462073e-01  6.61067035e+01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
